"family","GO_accession","GO_name","GO_domain"
"ENSG00000156427","GO:0008284","positive regulation of cell population proliferation","biological_process"
"ENSG00000156427","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000156427","GO:0001525","angiogenesis","biological_process"
"ENSG00000156427","GO:0008283","cell population proliferation","biological_process"
"ENSG00000156427","GO:0070374","positive regulation of ERK1 and ERK2 cascade","biological_process"
"ENSG00000156427","GO:0007165","signal transduction","biological_process"
"ENSG00000156427","GO:0007267","cell-cell signaling","biological_process"
"ENSG00000156427","GO:0043410","positive regulation of MAPK cascade","biological_process"
"ENSG00000237452","GO:0007283","spermatogenesis","biological_process"
"ENSG00000237452","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000257365","GO:0006629","lipid metabolic process","biological_process"
"ENSG00000212443","GO:0006396","RNA processing","biological_process"
"ENSG00000168269","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000168269","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000168269","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000168269","GO:0030154","cell differentiation","biological_process"
"ENSG00000168269","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000243678","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000243678","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000243678","GO:0042981","regulation of apoptotic process","biological_process"
"ENSG00000243678","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000243678","GO:0007155","cell adhesion","biological_process"
"ENSG00000173976","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000173976","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000173976","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000173976","GO:0007601","visual perception","biological_process"
"ENSG00000266381","GO:0006617","SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition","biological_process"
"ENSG00000120438","GO:0050821","protein stabilization","biological_process"
"ENSG00000196081","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000196081","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000196588","GO:0030036","actin cytoskeleton organization","biological_process"
"ENSG00000238297","GO:0006396","RNA processing","biological_process"
"ENSG00000196588","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000171988","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000171988","GO:0006325","chromatin organization","biological_process"
"ENSG00000171988","GO:0006338","chromatin remodeling","biological_process"
"ENSG00000171988","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000125510","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000145936","GO:0034220","monoatomic ion transmembrane transport","biological_process"
"ENSG00000145936","GO:0007268","chemical synaptic transmission","biological_process"
"ENSG00000292096","GO:0006325","chromatin organization","biological_process"
"ENSG00000292097","GO:0006508","proteolysis","biological_process"
"ENSG00000198521","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000198521","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000198521","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000292098","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000292098","GO:0030154","cell differentiation","biological_process"
"ENSG00000292098","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000292098","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000275584","GO:0007166","cell surface receptor signaling pathway","biological_process"
"ENSG00000114796","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000283323","GO:0006396","RNA processing","biological_process"
"ENSG00000292099","GO:0055085","transmembrane transport","biological_process"
"ENSG00000292099","GO:1902600","proton transmembrane transport","biological_process"
"ENSG00000283671","GO:0006396","RNA processing","biological_process"
"ENSG00000283482","GO:0006396","RNA processing","biological_process"
"ENSG00000292101","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000292101","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000172590","GO:0006412","translation","biological_process"
"ENSG00000274571","GO:0071222","cellular response to lipopolysaccharide","biological_process"
"ENSG00000166579","GO:0007399","nervous system development","biological_process"
"ENSG00000166579","GO:0030154","cell differentiation","biological_process"
"ENSG00000115233","GO:0006508","proteolysis","biological_process"
"ENSG00000115233","GO:0006511","ubiquitin-dependent protein catabolic process","biological_process"
"ENSG00000115233","GO:0006281","DNA repair","biological_process"
"ENSG00000115233","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","biological_process"
"ENSG00000207392","GO:0006396","RNA processing","biological_process"
"ENSG00000206910","GO:0006396","RNA processing","biological_process"
"ENSG00000088827","GO:0006897","endocytosis","biological_process"
"ENSG00000088827","GO:0007155","cell adhesion","biological_process"
"ENSG00000088827","GO:0006954","inflammatory response","biological_process"
"ENSG00000088827","GO:0098609","cell-cell adhesion","biological_process"
"ENSG00000095906","GO:0030030","cell projection organization","biological_process"
"ENSG00000112110","GO:0006412","translation","biological_process"
"ENSG00000166579","GO:0016477","cell migration","biological_process"
"ENSG00000105085","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000105085","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000136514","GO:0051607","defense response to virus","biological_process"
"ENSG00000283510","GO:0006281","DNA repair","biological_process"
"ENSG00000283510","GO:0006338","chromatin remodeling","biological_process"
"ENSG00000283510","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000283510","GO:0051726","regulation of cell cycle","biological_process"
"ENSG00000146453","GO:0007283","spermatogenesis","biological_process"
"ENSG00000127445","GO:0050821","protein stabilization","biological_process"
"ENSG00000127445","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000127445","GO:0010468","regulation of gene expression","biological_process"
"ENSG00000127445","GO:0030182","neuron differentiation","biological_process"
"ENSG00000184058","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000184058","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000184058","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000184058","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000184058","GO:0007507","heart development","biological_process"
"ENSG00000184058","GO:0008284","positive regulation of cell population proliferation","biological_process"
"ENSG00000184058","GO:0001525","angiogenesis","biological_process"
"ENSG00000184058","GO:0043410","positive regulation of MAPK cascade","biological_process"
"ENSG00000184058","GO:0008283","cell population proliferation","biological_process"
"ENSG00000099769","GO:0007155","cell adhesion","biological_process"
"ENSG00000099769","GO:0007165","signal transduction","biological_process"
"ENSG00000184058","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000201151","GO:0006396","RNA processing","biological_process"
"ENSG00000043462","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000043462","GO:0006955","immune response","biological_process"
"ENSG00000130147","GO:0006897","endocytosis","biological_process"
"ENSG00000130147","GO:0008285","negative regulation of cell population proliferation","biological_process"
"ENSG00000139182","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","biological_process"
"ENSG00000139182","GO:0098609","cell-cell adhesion","biological_process"
"ENSG00000139182","GO:0007155","cell adhesion","biological_process"
"ENSG00000198740","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000108055","GO:0051301","cell division","biological_process"
"ENSG00000108055","GO:0006281","DNA repair","biological_process"
"ENSG00000170242","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000170242","GO:0006508","proteolysis","biological_process"
"ENSG00000170242","GO:0006281","DNA repair","biological_process"
"ENSG00000170242","GO:0006974","DNA damage response","biological_process"
"ENSG00000170242","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000170242","GO:0009410","response to xenobiotic stimulus","biological_process"
